News ID	topic_name
N3241	
N23971	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N50823	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N37156	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N55565	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N3613	new, million, home, city, project, plan, homes, transportation, housing, building
N28472	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N64765	
N61288	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N11575	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N36146	
N17454	
N15590	
N13167	
N7297	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N5625	
N29765	
N63654	
N10166	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N60319	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N2613	
N22127	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N27310	
N42829	
N39074	
N35743	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N2780	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N2807	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N51089	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N27787	
N32906	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N62682	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N46611	
N24373	
N64106	
N6727	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N37981	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N38100	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N2505	
N43495	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N18530	
N38298	
N2415	
N62559	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N49904	
N34675	
N17776	
N8006	
N18241	
N45863	
N5793	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N45530	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N24430	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N33152	
N1438	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N7648	
N2759	
N17805	
N26685	
N52076	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N44656	
N39554	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N42362	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N22437	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N64124	
N33683	
N46260	
N7905	cummings, elijah, elijah cummings, rep elijah, rep, church, funeral, baltimore, rockeymoore, maya
N6419	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N55343	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N62650	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N42390	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N4559	
N15175	
N20791	
N16746	
N23795	
N61893	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N31729	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N55800	lowend, like days, rental, apartments, apartment, look like, rent, apartment hunting, apartments rent, hunting
N32301	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N43964	
N22581	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N31177	
N43973	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N24492	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N5586	
N48199	
N49278	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N37911	
N45555	
N38565	
N1595	
N46322	
N40829	
N62975	
N1226	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N45151	
N7581	
N47243	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N9954	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N41699	
N39383	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N6951	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N14859	
N34965	
N38970	
N32411	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N5445	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N2797	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N41489	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N25436	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N82	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N32049	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N40248	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N50631	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N3004	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N167	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N53669	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N9845	
N33793	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N16115	
N55177	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N25981	syria, isis, albaghdadi, raid, leader, bakr, abu bakr, abu, bakr albaghdadi, troops
N49752	morales, evo morales, evo, bolivia, protests, bolivian, bolivias, president evo, president, chile
N55619	
N2387	
N51054	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N30014	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N37069	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N1101	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N17991	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N35070	
N37829	
N20169	
N21316	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N47268	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N64957	mexico, mexican, mormon, massacre, cartel, ambush, family, drug, northern mexico, children
N57568	
N7154	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N27982	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N14000	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N29264	
N41095	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N6249	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N16049	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N10716	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N25931	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N10489	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N52035	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N55064	
N50194	
N29458	
N58336	
N47019	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N11068	
N10793	
N48991	
N43784	new, million, home, city, project, plan, homes, transportation, housing, building
N63267	
N4527	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N38729	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N53273	film, movie, films, joker, irishman, movies, box office, hollywood, martin, opening
N55661	apartments, curious far, far dollar, dollar goes, heres get, apartments rent, curious, photos amenities, point photos, price point
N4571	
N50836	apartments, curious far, far dollar, dollar goes, heres get, apartments rent, curious, photos amenities, point photos, price point
N38022	
N2363	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N61457	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N14645	
N18147	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59456	closed, road, bridge, lanes, closures, lane, traffic, transportation, main, work
N48208	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N65231	
N55393	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N36674	
N55224	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N37973	
N51962	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N36020	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N57695	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N19432	
N51064	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N57208	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N7698	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N35247	
N19105	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N40693	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N57977	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N28543	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N30615	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N1608	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N7457	
N46420	
N42907	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N28491	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N17940	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N38348	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N63645	
N60819	
N34708	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N45488	
N61895	
N33589	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N51180	disney, streaming, streaming service, launch, service, disneys, disney plus, movies, service disney, disney launch
N33295	
N45048	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N17528	
N28439	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N23998	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N9362	
N33001	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
